fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.261,0.627,0.198,1.506,0.08,26.984,119.435,0.997,3.158,1.12,9.081,4
6.203,0.45,0.2,1.58,0.068,2.797,15.36,0.996,3.412,0.558,9.203,5
7.799,0.431,0.702,1.901,0.464,22.117,67.171,0.997,3.132,1.28,9.408,5
7.378,0.501,0.469,1.995,0.086,20.961,73.222,0.997,3.36,0.568,9.097,5
7.286,0.672,0.263,1.805,0.401,16.053,51.251,0.997,3.163,1.139,9.394,5
6.33,0.301,0.482,1.797,0.07,17.936,60.328,0.996,3.442,0.782,10.295,6
6.904,0.55,0.148,2.217,0.076,19.085,39.572,0.996,3.408,0.594,10.111,5
8.599,0.489,0.276,1.898,0.11,20.107,135.798,0.997,2.931,1.949,9.904,6
7.684,0.492,0.259,1.896,0.062,9.014,30.638,0.997,3.39,0.642,9.604,5
9.318,0.388,0.441,2.113,0.106,34.114,125.673,0.998,3.142,1.215,9.498,5
6.992,0.62,0.078,1.806,0.076,7.938,23.932,0.998,3.478,0.528,8.997,5
7.896,0.521,0.262,1.904,0.08,42.065,140.337,0.996,3.228,0.538,9.485,5
8.594,0.49,0.279,1.912,0.11,19.972,136.706,0.997,2.929,1.95,9.908,6
8.624,0.488,0.29,2.035,0.11,18.971,133.321,0.997,2.929,1.98,9.814,5
7.714,0.492,0.258,1.898,0.062,8.974,30.794,0.997,3.39,0.636,9.599,5
4.993,1.017,0.039,1.394,0.046,41.135,84.562,0.994,3.753,0.479,10.508,4
4.684,0.597,0.172,2.293,0.058,16.982,105.64,0.993,3.849,0.594,12.908,6
6.807,0.775,-0.0,3.007,0.101,7.954,22.518,0.996,3.451,0.558,10.698,5
6.998,0.499,0.252,2.028,0.07,2.95,22.342,0.996,3.25,0.63,9.197,5
7.59,0.901,0.057,2.543,0.078,4.946,10.231,0.997,3.388,0.563,9.802,5
8.136,0.545,0.176,1.887,0.081,12.83,35.128,0.997,3.3,0.593,9.008,6
8.286,0.613,0.301,2.132,0.084,10.884,50.244,0.997,3.399,0.611,10.198,6
7.764,0.5,0.302,1.896,0.075,8.019,21.966,0.996,3.31,0.56,10.412,6
8.101,0.544,0.179,1.896,0.08,12.951,34.869,0.997,3.302,0.588,9.007,6
8.085,0.574,0.22,2.099,0.078,12.04,64.554,0.997,3.291,0.507,9.196,5
7.187,0.488,0.24,2.222,0.07,4.876,35.859,0.996,3.332,0.479,9.402,5
8.116,0.576,0.218,2.11,0.076,11.899,64.425,0.997,3.292,0.511,9.197,5
7.776,0.408,0.681,1.677,0.466,18.052,68.998,0.997,3.082,1.311,9.308,5
6.19,0.63,0.313,1.734,0.088,14.901,64.337,0.997,3.461,0.79,9.31,5
7.986,0.329,0.528,2.493,0.092,18.023,79.812,0.998,3.372,0.799,9.607,6
8.11,0.785,0.516,2.003,0.122,37.258,152.956,0.997,3.212,0.692,9.302,5
7.811,0.562,0.19,1.792,0.105,11.945,47.25,0.996,3.191,0.929,9.492,5
8.42,0.621,0.092,2.197,0.084,10.942,108.188,0.996,3.149,0.659,9.821,5
8.386,0.599,0.099,2.206,0.086,13.996,111.296,0.996,3.152,0.66,9.798,5
10.115,0.31,0.439,2.302,0.08,21.92,46.493,0.999,3.321,0.67,9.706,6
7.83,0.561,0.19,1.796,0.103,11.993,47.452,0.996,3.192,0.931,9.523,5
9.392,0.405,0.31,2.187,0.09,13.008,62.141,0.997,3.072,0.63,10.5,6
8.306,0.54,0.278,1.898,0.076,10.722,39.96,0.998,3.39,0.607,10.004,6
7.805,0.556,0.121,2.002,0.082,6.988,27.554,0.997,3.369,0.5,9.409,6
8.82,0.551,0.043,2.176,0.119,13.86,56.249,0.996,3.211,0.602,10.91,6
7.007,0.689,0.079,1.819,0.097,21.918,88.897,0.996,3.339,0.54,9.192,6
7.351,1.072,0.093,1.682,0.177,10.054,89.291,0.996,3.301,0.572,9.005,5
8.777,0.548,0.039,2.19,0.118,14.012,56.037,0.996,3.208,0.601,10.891,6
7.324,0.697,-0.001,2.509,0.075,2.95,12.729,0.998,3.493,0.52,9.218,5
7.997,0.711,-0.002,2.577,0.081,10.978,33.628,0.998,3.443,0.53,9.522,5
7.804,0.498,0.168,1.607,0.082,20.981,102.446,0.996,3.393,0.481,9.5,5
8.976,0.622,0.038,1.926,0.146,27.003,90.155,0.998,3.158,0.701,9.384,5
8.193,1.331,-0.004,1.72,0.081,3.056,12.103,0.996,3.531,0.489,10.908,5
8.094,1.328,0.002,1.834,0.081,2.89,11.997,0.996,3.54,0.48,10.893,5
7.993,0.589,0.159,1.804,0.066,3.154,16.019,0.996,3.419,0.917,10.492,7
6.09,0.382,0.149,1.806,0.072,6.069,18.807,0.996,3.42,0.57,9.398,5
7.978,0.742,0.56,1.991,0.118,30.109,133.531,0.997,3.236,0.659,9.404,5
5.615,0.503,0.087,2.29,0.049,16.888,98.846,0.994,3.63,0.631,12.99,5
5.624,0.5,0.091,2.29,0.049,16.698,99.156,0.994,3.63,0.628,13.008,5
6.596,0.497,0.008,1.494,0.06,17.043,26.362,0.995,3.399,0.58,9.791,6
7.899,1.041,0.052,2.205,0.084,12.987,28.758,0.996,3.219,0.548,9.922,6
8.378,0.747,0.111,1.899,0.09,15.922,62.887,0.996,3.19,0.82,9.619,5
8.318,0.716,0.152,1.795,0.089,10.123,51.938,0.997,3.227,0.771,9.492,5
7.175,0.416,0.361,1.994,0.082,12.983,45.293,0.997,3.48,0.64,9.202,5
7.788,0.562,0.193,2.127,0.08,15.045,104.472,0.996,3.33,0.54,9.509,5
7.799,0.564,0.19,1.973,0.081,17.18,107.608,0.996,3.317,0.539,9.503,5
8.357,0.745,0.112,1.903,0.091,15.969,62.962,0.996,3.19,0.82,9.617,5
8.287,0.714,0.148,1.799,0.09,9.816,52.371,0.997,3.229,0.769,9.504,5
5.175,0.342,-0.001,1.806,0.05,27.101,63.332,0.992,3.68,0.791,13.993,6
6.296,0.389,0.078,1.713,0.067,3.049,20.247,0.995,3.343,0.58,9.404,5
5.214,0.338,-0.002,1.816,0.05,26.93,62.627,0.992,3.681,0.786,13.997,6
8.075,0.668,0.555,1.789,0.117,32.173,141.164,0.997,3.172,0.62,9.396,5
5.814,0.681,0.023,1.8,0.087,20.907,94.124,0.994,3.541,0.52,9.99,5
7.616,0.492,0.26,1.59,0.236,10.003,87.541,0.997,3.11,0.8,9.314,5
6.908,0.49,0.1,2.319,0.073,12.036,30.452,0.996,3.42,0.581,10.198,6
8.221,0.397,0.439,2.812,0.089,11.14,43.063,0.998,3.533,0.607,10.502,6
7.298,0.332,0.472,2.121,0.077,5.031,11.216,0.996,3.33,0.527,10.293,6
9.203,0.519,0.999,3.413,0.61,31.922,69.148,1.0,2.742,2.001,9.404,4
7.533,0.6,0.029,1.803,0.096,25.041,99.098,0.995,3.351,0.54,10.085,5
7.474,0.601,0.029,1.812,0.095,24.904,98.383,0.995,3.35,0.543,10.091,5
7.088,0.429,0.42,5.49,0.07,28.912,129.669,0.997,3.418,0.719,10.484,5
7.096,0.428,0.419,5.512,0.072,28.186,128.996,0.997,3.418,0.708,10.494,5
7.059,0.43,0.419,5.51,0.07,29.154,129.382,0.997,3.42,0.72,10.525,5
7.051,0.43,0.419,5.5,0.071,28.004,127.873,0.997,3.418,0.712,10.519,5
7.078,0.68,-0.001,2.217,0.073,11.984,22.31,0.997,3.481,0.499,9.307,5
6.805,0.598,0.174,1.907,0.079,18.15,85.752,0.997,3.589,0.573,9.311,6
7.63,0.951,0.027,1.994,0.09,6.857,19.427,0.996,3.199,0.562,9.59,5
7.625,0.679,0.018,1.294,0.072,9.27,19.754,0.996,3.168,1.08,9.19,4
7.809,0.529,0.042,1.723,0.076,17.049,30.136,0.996,3.331,0.562,9.998,6
7.394,0.601,0.256,7.319,0.07,35.848,120.79,0.998,3.369,0.489,9.39,5
7.292,0.593,0.26,7.188,0.07,34.99,120.319,0.998,3.368,0.49,9.395,5
7.795,0.628,0.481,1.709,0.101,13.695,96.586,0.996,3.191,0.617,9.501,5
6.817,0.64,0.101,2.092,0.085,18.176,101.09,0.996,3.34,0.52,10.187,5
7.338,0.552,0.032,1.608,0.072,16.959,41.954,0.996,3.369,0.479,9.009,4
6.784,0.634,0.072,2.084,0.088,10.878,44.534,0.995,3.469,0.553,10.391,6
7.503,0.705,0.241,1.788,0.36,15.057,62.676,0.996,3.001,1.589,9.514,5
7.893,0.884,0.031,1.803,0.058,3.898,8.345,0.997,3.36,0.329,9.092,4
8.004,0.419,0.174,1.99,0.074,6.03,17.654,0.997,3.291,0.612,9.221,6
7.989,0.421,0.167,2.014,0.073,5.881,18.174,0.997,3.29,0.609,9.209,6
7.402,0.623,0.047,1.899,0.068,24.003,41.86,0.996,3.422,0.571,11.528,6
7.28,0.379,0.21,1.988,0.079,7.018,34.856,0.996,3.328,0.471,9.5,5
6.91,0.5,0.039,1.495,0.085,19.098,48.896,0.996,3.349,0.78,9.505,5
7.318,0.376,0.208,2.003,0.08,7.05,35.122,0.996,3.331,0.47,9.498,5
7.513,0.516,0.422,2.286,0.086,7.915,38.349,0.997,3.579,0.611,10.485,6
7.015,0.806,-0.004,2.528,0.068,6.949,19.805,0.997,3.479,0.56,9.573,5
8.779,0.61,0.138,2.402,0.067,10.207,42.055,0.997,3.192,0.594,9.502,5
8.801,0.609,0.144,2.416,0.066,9.953,41.744,0.997,3.189,0.589,9.504,5
8.917,0.61,0.49,1.99,0.271,23.144,110.396,0.997,3.122,1.018,9.283,5
7.186,0.733,0.021,2.493,0.076,15.897,41.901,0.997,3.439,0.524,9.301,5
6.78,0.609,0.202,1.806,0.077,11.135,64.823,0.997,3.54,0.579,9.286,5
6.691,0.62,0.209,1.889,0.078,7.886,61.685,0.997,3.519,0.581,9.297,6
8.875,0.311,0.568,1.99,0.112,26.112,86.005,0.997,3.261,0.532,9.697,5
7.406,0.39,0.478,2.003,0.081,13.964,66.984,0.997,3.342,0.551,9.2,5
7.705,0.704,0.104,2.624,0.085,8.914,25.87,0.998,3.39,0.489,9.704,5
7.903,0.494,0.327,1.969,0.084,15.112,143.343,0.997,3.199,0.551,9.518,5
7.91,0.49,0.319,1.91,0.082,16.945,143.654,0.997,3.197,0.548,9.498,5
8.209,0.502,0.349,2.901,0.077,20.98,127.13,0.998,3.228,0.621,9.39,5
6.425,0.368,0.248,1.884,0.074,20.889,48.941,0.997,3.57,0.62,9.791,6
6.762,0.631,0.119,3.818,0.099,15.858,126.105,0.997,3.278,0.61,9.504,5
7.638,0.552,0.214,2.206,0.07,7.22,27.706,0.996,3.281,0.547,9.709,5
7.589,0.55,0.209,2.207,0.072,6.993,28.008,0.996,3.28,0.553,9.71,5
7.822,0.589,0.331,2.005,0.074,23.819,120.066,0.997,3.25,0.541,9.396,5
7.272,0.58,0.3,2.374,0.075,15.143,54.773,0.997,3.459,0.59,10.184,5
11.522,0.299,0.601,2.003,0.068,12.116,26.331,0.998,3.109,0.969,10.104,6
5.39,0.836,0.081,1.198,0.046,13.092,93.267,0.992,3.569,0.853,13.002,7
6.937,1.087,0.059,2.096,0.06,12.03,31.279,0.995,3.508,0.43,11.4,4
9.618,0.321,0.469,1.4,0.056,9.015,23.682,0.997,3.224,0.822,10.316,7
8.78,0.367,0.479,2.077,0.097,38.981,145.347,0.998,3.04,1.03,9.297,5
6.821,0.498,0.111,1.492,0.075,16.119,49.582,0.995,3.361,0.789,9.492,5
6.976,0.418,0.351,1.589,0.088,15.938,38.988,0.996,3.34,0.553,9.208,5
7.003,0.432,0.36,1.584,0.089,14.002,37.095,0.996,3.341,0.559,9.192,6
12.778,0.295,0.741,2.601,0.094,9.193,28.76,0.999,3.201,0.77,10.795,7
12.813,0.299,0.74,2.584,0.094,9.126,27.345,0.999,3.199,0.773,10.786,7
7.817,0.572,0.309,1.813,0.07,26.121,120.44,0.996,3.291,0.53,9.322,5
7.806,0.437,0.279,2.691,0.1,17.963,94.64,0.997,3.219,0.669,9.39,5
10.993,0.3,0.582,2.09,0.054,7.081,19.139,0.998,3.311,0.88,10.499,7
9.696,0.53,0.597,1.987,0.039,5.036,18.905,0.996,3.302,0.858,12.397,6
8.01,0.725,0.242,2.795,0.084,10.222,61.933,0.997,3.348,0.562,10.014,6
11.588,0.44,0.643,2.098,0.059,5.093,14.9,0.998,3.211,0.672,10.198,6
8.207,0.572,0.264,2.172,0.06,27.859,65.022,0.996,3.299,0.43,10.103,5
7.797,0.734,0.079,2.402,0.092,9.972,40.977,0.997,3.242,0.71,9.802,6
7.001,0.491,0.489,5.594,0.06,25.988,120.626,0.997,3.339,0.759,10.498,5
8.712,0.624,0.158,2.0,0.101,13.144,49.284,0.996,3.141,0.568,11.009,5
8.066,0.726,0.222,2.204,0.071,10.872,41.245,0.997,3.358,0.551,9.107,5
7.503,0.49,0.189,1.911,0.077,10.116,44.009,0.996,3.392,0.538,9.697,5
7.82,0.532,0.329,2.407,0.08,23.851,144.13,0.996,3.303,0.6,9.506,5
7.8,0.339,0.366,2.021,0.082,23.938,58.233,0.996,3.34,0.591,9.407,6
7.394,0.532,0.261,1.995,0.101,15.853,72.058,0.996,3.153,0.571,9.387,5
6.806,0.608,0.04,1.518,0.057,4.993,10.699,0.995,3.422,0.603,9.483,5
8.595,0.644,0.251,2.024,0.083,8.018,28.31,0.998,3.28,0.6,9.995,6
8.418,0.633,0.359,2.017,0.089,15.178,54.983,0.998,3.311,0.57,10.405,4
7.688,0.431,0.249,2.572,0.073,29.022,63.168,0.996,3.371,0.579,10.497,6
8.878,0.588,0.5,1.994,0.337,27.063,81.126,0.996,3.039,1.611,9.511,6
9.013,0.82,0.141,2.624,0.089,8.918,22.921,0.998,3.39,0.629,9.787,5
7.686,0.429,0.249,2.608,0.073,28.871,63.215,0.996,3.371,0.579,10.509,6
6.96,0.519,0.252,2.562,0.081,10.038,36.644,0.997,3.458,0.502,11.009,5
5.177,0.482,0.04,1.6,0.054,18.927,106.827,0.993,3.539,0.619,12.205,7
7.991,0.378,0.058,1.799,0.078,12.011,48.88,0.996,3.367,0.521,9.893,6
8.468,0.371,0.202,2.793,0.09,18.156,57.967,0.998,3.343,0.7,9.591,6
6.92,0.519,0.25,2.614,0.081,10.061,36.956,0.997,3.458,0.498,10.987,5
8.212,1.002,0.092,2.293,0.065,6.988,37.052,0.997,3.319,0.549,9.002,6
7.249,0.627,0.003,1.897,0.097,13.867,37.628,0.997,3.371,0.582,8.997,6
7.194,0.633,0.0,1.897,0.097,13.948,38.544,0.997,3.371,0.579,9.011,6
7.203,0.646,0.001,1.905,0.097,15.053,39.181,0.997,3.371,0.578,9.22,6
7.192,0.628,0.005,1.894,0.097,13.968,37.401,0.997,3.37,0.58,9.003,6
8.219,1.002,0.088,2.297,0.065,6.996,36.494,0.997,3.319,0.553,9.004,6
8.908,0.633,0.371,1.718,0.263,4.971,62.242,0.997,2.999,1.091,9.31,5
12.002,0.381,0.561,2.103,0.094,5.872,24.25,0.999,3.14,0.711,10.893,6
7.707,0.58,0.099,1.832,0.102,27.94,109.287,0.996,3.077,0.491,9.793,6
15.018,0.21,0.439,2.183,0.075,9.995,23.827,1.0,3.072,0.841,9.202,7
14.998,0.212,0.437,2.182,0.075,9.777,24.104,1.0,3.067,0.841,9.204,7
7.307,0.658,0.002,2.013,0.085,6.054,23.44,0.998,3.612,0.961,9.891,6
7.119,0.68,0.072,1.901,0.075,15.769,51.0,0.997,3.38,0.521,9.492,5
8.207,0.599,0.172,2.307,0.072,11.084,73.813,0.996,3.2,0.453,9.295,5
7.705,0.527,0.058,1.709,0.073,8.852,39.02,0.996,3.351,0.479,9.791,6
7.311,0.659,0.001,2.01,0.084,6.137,23.498,0.998,3.612,0.961,9.88,6
10.811,0.323,0.442,1.601,0.063,15.819,36.783,0.998,3.222,0.781,10.014,6
7.115,0.602,-0.001,1.78,0.074,16.166,34.077,0.997,3.472,0.697,9.914,6
11.097,0.347,0.478,3.1,0.089,5.048,21.359,0.999,3.168,0.528,10.502,5
7.684,0.774,0.419,1.889,0.091,7.928,86.37,0.996,3.227,0.592,9.506,5
7.091,0.598,0.002,1.79,0.074,15.94,33.912,0.997,3.471,0.699,9.891,6
7.985,0.571,0.229,3.2,0.073,16.934,119.085,0.997,3.259,0.568,9.326,5
9.399,0.34,0.37,2.207,0.076,5.101,13.297,0.998,3.22,0.619,9.197,5
6.593,0.698,-0.0,2.089,0.075,12.078,55.758,0.997,3.486,0.671,9.211,5
7.695,0.41,0.762,1.818,0.611,8.004,44.954,0.997,3.063,1.262,9.393,5
10.035,0.309,0.468,2.591,0.085,13.884,32.363,1.0,3.361,0.8,10.506,7
7.906,0.33,0.231,1.697,0.077,18.082,45.199,0.996,3.288,0.648,9.308,5
7.004,0.974,0.038,2.018,0.087,11.866,66.692,0.996,3.353,0.6,9.398,4
8.002,0.518,0.027,1.695,0.07,10.107,35.497,0.996,3.338,0.566,10.015,5
7.89,0.37,0.233,1.796,0.077,22.981,49.0,0.996,3.282,0.667,9.315,5
12.526,0.563,0.492,2.388,0.064,5.051,27.245,1.0,3.079,0.87,10.911,5
11.779,0.26,0.521,1.813,0.071,5.956,10.096,0.997,3.198,0.72,10.216,7
8.107,0.866,0.0,3.314,0.096,26.08,60.896,1.0,3.599,0.72,9.809,4
7.901,0.351,0.459,3.63,0.077,15.023,37.037,0.997,3.349,0.86,12.802,8
6.892,0.535,0.04,2.999,0.077,7.316,26.925,0.999,3.689,0.909,9.391,6
11.52,0.181,0.512,3.989,0.103,3.868,23.018,1.0,3.281,0.971,10.093,6
7.888,0.546,0.062,3.968,0.087,27.062,60.74,0.996,3.362,0.671,10.681,6
11.498,0.18,0.509,4.006,0.104,3.993,23.169,1.0,3.279,0.97,10.099,6
10.905,0.366,0.581,4.022,0.071,16.817,65.089,0.999,3.221,0.779,10.079,5
8.396,0.716,0.204,2.397,0.076,9.935,38.161,0.997,3.313,0.642,9.409,5
7.487,0.653,0.179,6.993,0.088,27.05,94.174,0.999,3.38,0.77,9.413,5
7.879,0.545,0.059,4.018,0.087,27.047,61.206,0.996,3.358,0.671,10.714,6
6.885,0.541,0.041,3.003,0.078,6.878,27.391,0.999,3.689,0.909,9.413,6
11.491,0.179,0.512,4.012,0.104,4.083,23.004,1.0,3.28,0.968,10.091,6
10.306,0.319,0.449,6.409,0.073,4.818,13.588,0.998,3.23,0.818,12.606,8
8.891,0.399,0.318,5.594,0.086,9.978,46.7,0.999,3.38,0.77,10.512,7
11.386,0.26,0.439,3.587,0.071,6.086,19.17,0.999,3.121,0.822,9.296,6
7.701,0.269,0.682,3.486,0.358,4.77,10.195,0.997,3.249,1.077,9.91,7
7.587,0.521,0.12,2.994,0.067,12.03,52.75,0.997,3.36,0.569,9.113,5
8.928,0.403,0.314,5.608,0.087,9.982,47.234,0.999,3.383,0.772,10.496,7
9.918,0.59,0.071,3.389,0.102,31.883,70.848,1.0,3.311,0.709,9.786,5
9.887,0.59,0.07,3.384,0.103,31.869,70.74,1.0,3.309,0.711,9.815,5
11.994,0.448,0.546,2.006,0.072,25.062,49.142,1.0,3.102,0.761,10.286,6
7.5,0.397,0.118,2.983,0.092,28.966,53.194,0.997,3.373,0.698,10.308,6
8.718,0.522,0.089,2.512,0.091,19.892,48.342,0.998,3.34,0.857,10.608,7
11.608,0.42,0.53,3.298,0.106,32.973,97.606,1.001,3.199,0.955,9.177,5
8.712,0.522,0.089,2.502,0.091,19.959,48.784,0.998,3.343,0.858,10.598,7
11.015,0.199,0.48,1.998,0.343,5.942,18.19,0.998,3.303,0.709,10.505,5
10.381,0.55,0.232,2.705,0.091,18.102,48.222,0.999,3.222,0.64,10.288,6
6.916,0.358,0.253,2.387,0.097,4.949,15.958,0.996,3.41,0.599,10.086,6
13.305,0.338,0.52,3.21,0.094,17.018,52.548,1.001,3.051,0.809,9.487,6
10.775,0.497,0.461,2.531,0.073,5.174,26.89,1.0,3.053,0.641,9.496,5
10.599,0.828,0.374,2.61,0.086,26.279,70.424,0.998,3.16,0.52,9.893,5
7.144,0.631,0.062,2.012,0.083,7.943,28.592,0.999,3.667,0.729,9.59,5
7.207,0.652,0.02,2.275,0.093,5.094,30.46,0.999,3.672,0.801,9.698,5
6.887,0.669,0.058,2.114,0.08,7.852,33.305,0.998,3.68,0.711,9.611,5
7.432,0.532,0.064,2.606,0.086,19.906,44.007,0.996,3.378,0.588,10.701,6
11.123,0.179,0.48,1.5,0.068,7.049,15.053,0.997,3.221,0.641,10.113,6
8.313,0.708,0.12,2.594,0.092,11.988,27.616,0.999,3.508,0.721,9.993,5
7.404,0.666,0.119,1.627,0.186,4.929,21.418,0.996,3.392,0.541,9.492,5
8.411,0.649,0.6,2.084,0.112,12.136,90.209,0.997,3.2,0.519,9.203,5
10.292,0.528,0.479,2.497,0.063,5.839,25.317,1.0,3.119,0.589,9.32,6
7.596,0.618,0.317,2.22,0.082,7.166,54.09,0.997,3.36,0.518,9.398,5
10.311,0.41,0.42,2.397,0.214,6.174,13.253,0.999,3.19,0.618,9.497,6
10.317,0.428,0.437,2.402,0.214,5.091,11.533,0.999,3.19,0.632,9.489,6
7.394,0.289,0.377,1.712,0.062,8.916,29.913,0.997,3.409,0.53,9.501,6
10.33,0.53,0.477,2.509,0.064,5.929,25.085,1.0,3.118,0.59,9.299,6
7.918,0.528,0.241,2.002,0.071,14.952,104.932,0.996,3.273,0.538,9.408,6
9.023,0.463,0.309,2.816,0.093,18.983,97.668,0.998,3.318,0.629,9.514,6
8.609,0.469,0.298,3.013,0.076,29.991,135.017,0.998,3.303,0.529,9.385,5
7.4,0.362,0.29,2.598,0.087,26.002,72.008,0.996,3.392,0.678,11.003,5
7.056,0.352,0.292,2.519,0.096,19.999,53.185,0.996,3.418,0.65,10.992,6
9.593,0.561,0.229,3.372,0.102,37.114,91.62,1.0,3.299,0.651,10.104,5
9.624,0.77,0.118,2.893,0.082,29.963,74.253,0.999,3.301,0.64,10.4,6
9.796,0.661,0.393,3.187,0.082,20.858,58.968,0.999,3.369,0.71,11.496,7
9.57,0.769,0.117,2.902,0.083,29.884,73.883,0.999,3.301,0.638,10.412,6
9.828,0.659,0.386,3.229,0.083,20.924,59.318,0.999,3.368,0.708,11.507,7
9.278,0.606,0.264,3.385,0.09,24.861,87.303,1.0,3.24,0.621,9.693,5
7.829,0.621,0.052,2.297,0.079,5.915,18.085,0.997,3.289,0.629,9.274,5
10.312,0.594,0.422,2.811,0.091,34.981,72.55,0.999,3.28,0.699,9.505,6
9.976,0.492,0.199,11.002,0.071,13.165,49.122,1.002,3.16,0.688,9.177,6
10.001,0.489,0.2,11.021,0.072,13.001,50.328,1.002,3.162,0.687,9.211,6
11.563,0.533,0.662,3.638,0.121,5.828,13.635,0.998,3.051,0.74,11.505,7
10.279,0.44,0.499,4.518,0.107,4.742,13.468,0.998,3.282,0.831,11.494,5
13.359,0.269,0.62,2.594,0.082,6.054,21.12,1.0,3.163,0.67,9.693,6
10.688,0.462,0.39,2.013,0.061,6.937,15.234,0.998,3.181,0.62,9.492,5
10.196,0.36,0.641,2.913,0.123,9.999,40.837,0.998,3.229,0.661,12.495,6
10.185,0.361,0.64,2.902,0.122,10.1,41.252,0.998,3.23,0.659,12.501,6
8.0,0.579,0.28,3.177,0.065,21.096,114.395,0.997,3.219,0.539,9.381,6
8.384,0.56,0.08,2.12,0.104,16.207,43.714,0.996,3.13,0.518,10.996,5
7.92,0.648,0.009,2.49,0.078,17.253,37.898,0.996,3.341,0.742,11.716,7
11.896,0.697,0.529,3.405,0.128,7.011,21.572,0.999,3.169,0.842,12.209,7
8.926,0.428,0.449,1.909,0.052,5.919,15.88,0.995,3.347,0.7,12.51,6
7.779,0.432,0.318,2.789,0.08,28.887,57.776,0.997,3.309,0.64,10.329,5
12.377,0.492,0.581,2.985,0.103,28.042,99.17,1.001,3.161,0.997,11.514,6
12.506,0.279,0.538,2.283,0.082,11.942,28.786,1.0,3.109,1.363,9.814,7
12.19,0.343,0.502,2.408,0.066,10.157,21.013,1.0,3.121,1.181,9.193,6
10.613,0.419,0.479,2.704,0.065,4.828,18.014,0.997,3.209,0.87,11.301,6
10.869,0.391,0.469,1.807,0.118,5.995,13.636,0.998,3.299,0.751,9.812,6
10.914,0.393,0.468,1.823,0.118,5.965,14.497,0.998,3.298,0.751,9.801,6
11.901,0.57,0.497,2.585,0.082,6.114,32.479,1.001,3.121,0.78,10.698,6
7.02,0.686,0.003,1.896,0.068,39.768,62.166,0.998,3.598,0.812,9.916,5
6.602,0.815,0.018,2.712,0.073,16.953,34.764,0.996,3.577,0.89,12.3,7
13.823,0.489,0.668,3.016,0.093,6.085,15.049,0.999,3.02,0.931,12.009,6
9.562,0.558,0.31,2.789,0.089,15.097,46.519,0.998,3.11,0.918,9.983,6
9.058,0.789,0.004,2.625,0.093,10.992,28.156,0.999,3.361,0.861,9.4,6
10.7,0.669,0.219,2.697,0.107,17.102,34.523,1.0,3.281,0.979,9.926,6
9.109,0.792,0.003,2.598,0.096,10.824,26.585,0.999,3.349,0.831,9.394,6
7.704,0.666,-0.002,2.391,0.09,8.007,18.504,0.997,3.273,0.728,9.298,5
13.495,0.53,0.793,4.799,0.119,23.126,76.551,1.002,3.179,0.769,13.004,5
6.082,0.211,0.399,1.399,0.066,40.613,164.983,0.991,3.249,0.59,11.901,6
6.671,0.749,0.012,2.412,0.079,17.0,31.942,0.996,3.551,0.608,12.802,6
11.483,0.41,0.516,2.996,0.08,29.095,54.704,1.0,3.263,0.882,11.001,5
10.542,0.42,0.66,2.933,0.117,11.881,28.645,0.997,3.241,0.75,11.692,7
11.877,0.428,0.66,3.12,0.11,9.854,23.115,1.0,3.15,0.85,10.397,7
12.601,0.38,0.66,2.584,0.088,10.04,40.386,1.001,3.17,0.679,9.788,6
8.189,0.698,0.229,2.005,0.099,14.1,81.283,0.997,3.188,0.7,9.402,5
8.603,0.449,0.311,2.588,0.086,21.014,49.63,0.998,3.37,0.91,9.897,6
11.922,0.578,0.662,2.494,0.072,5.644,36.941,0.999,3.05,0.557,10.0,5
12.496,0.462,0.631,1.985,0.071,6.04,15.083,0.999,2.991,0.87,10.207,5
12.773,0.612,0.658,5.81,0.083,6.991,42.12,1.002,3.069,0.731,9.992,7
9.984,0.422,0.499,3.398,0.106,7.092,20.913,0.998,3.262,0.933,11.788,6
12.812,0.615,0.66,5.807,0.084,7.162,42.481,1.002,3.07,0.731,9.994,7
10.424,0.578,0.61,2.606,0.075,10.856,23.889,1.0,3.161,0.69,8.997,5
10.328,0.342,0.52,2.788,0.159,14.967,75.393,1.0,3.18,0.642,9.392,5
9.387,0.271,0.529,2.349,0.073,5.826,17.766,0.996,3.201,1.129,11.996,7
6.892,0.767,0.019,2.303,0.062,35.079,62.806,0.998,3.569,0.783,9.897,5
7.907,0.24,0.399,1.589,0.056,10.968,25.128,0.997,3.321,0.869,8.695,6
9.126,0.28,0.479,1.825,0.067,25.894,45.842,0.997,3.321,1.042,10.618,6
7.382,0.548,0.22,2.204,0.106,11.884,72.19,0.996,3.053,0.63,9.195,5
14.005,0.41,0.632,3.781,0.088,6.031,47.418,1.001,3.013,0.811,10.792,6
11.47,0.54,0.711,4.405,0.124,5.995,14.352,0.998,3.01,0.829,11.803,7
11.528,0.45,0.499,2.988,0.078,18.977,47.018,1.0,3.26,1.108,10.992,6
9.411,0.268,0.53,2.399,0.074,6.069,17.491,0.996,3.199,1.129,11.997,7
11.397,0.625,0.66,6.189,0.088,5.93,23.432,0.999,3.112,0.992,13.299,6
8.313,0.422,0.379,2.495,0.094,23.952,58.899,0.998,3.311,0.701,10.799,6
8.288,0.261,0.418,1.999,0.081,10.726,27.21,0.997,3.21,0.803,9.394,6
